CHAPTER,DIAGNOSIS_CODE,TITLE,SHORT_DESC,LONG_DESC
XI,66193,"Complications Of Pregnancy, Childbirth, And The Puerperium",Abnorm labor NOS-antepar,"Unspecified abnormality of labor, antepartum condition or complication"
XI,66200,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prolonged 1st stage-unsp,"Prolonged first stage of labor, unspecified as to episode of care or not applicable"
XI,66201,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prolong 1st stage-deliv,"Prolonged first stage of labor, delivered, with or without mention of antepartum condition"
XI,66203,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prolong 1st stage-antepa,"Prolonged first stage of labor, antepartum condition or complication"
XI,66210,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prolonged labor NOS-unsp,"Unspecified prolonged labor, unspecified as to episode of care or not applicable"
XI,66211,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prolong labor NOS-deliv,"Unspecified prolonged labor, delivered, with or without mention of antepartum condition"
XI,66213,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prolong labor NOS-antepa,"Unspecified prolonged labor, antepartum condition or complication"
XI,66220,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prolonged 2nd stage-unsp,"Prolonged second stage of labor, unspecified as to episode of care or not applicable"
XI,66221,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prolong 2nd stage-deliv,"Prolonged second stage of labor, delivered, with or without mention of antepartum condition"
XI,66223,"Complications Of Pregnancy, Childbirth, And The Puerperium",Prolong 2nd stage-antepa,"Prolonged second stage of labor, antepartum condition or complication"
XI,66230,"Complications Of Pregnancy, Childbirth, And The Puerperium",Delay del 2nd twin-unsp,"Delayed delivery of second twin, triplet, etc., unspecified as to episode of care or not applicable"
XI,66231,"Complications Of Pregnancy, Childbirth, And The Puerperium",Delay del 2nd twin-deliv,"Delayed delivery of second twin, triplet, etc., delivered, with or without mention of antepartum condition"
XI,66233,"Complications Of Pregnancy, Childbirth, And The Puerperium",Delay del 2 twin-antepar,"Delayed delivery of second twin, triplet, etc., antepartum condition or complication"
XI,66300,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord prolapse-unspec,"Prolapse of cord complicating labor and delivery, unspecified as to episode of care or not applicable"
XI,66301,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord prolapse-delivered,"Prolapse of cord complicating labor and delivery, delivered, with or without mention of antepartum condition"
XI,66303,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord prolapse-antepartum,"Prolapse of cord complicating labor and delivery, antepartum condition or complication"
XI,66310,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord around neck-unspec,"Cord around neck with compression, complicating labor and delivery, unspecified as to episode of care or not applicable"
XI,66311,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord around neck-deliver,"Cord around neck, with compression, complicating labor and delivery, delivered, with or without mention of antepartum condition"
XI,66313,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord around neck-antepar,"Cord around neck, with compression, complicating labor and delivery, antepartum condition or complication"
XI,66320,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord compress NEC-unspec,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, unspecified as to episode of care or not applicable"
XI,66321,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord compress NEC-deliv,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, delivered, with or without mention of antepartum condition"
XI,66323,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord compres NEC-antepar,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, antepartum condition or complication"
XI,66330,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord entangle NEC-unspec,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, unspecified as to episode of care or not applicable"
XI,66331,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord entangle NEC-deliv,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, delivered, with or without mention of antepartum condition"
XI,66333,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord entangl NEC-antepar,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, antepartum condition or complication"
XI,66340,"Complications Of Pregnancy, Childbirth, And The Puerperium",Short cord-unspecified,"Short cord complicating labor and delivery, unspecified as to episode of care or not applicable"
XI,66341,"Complications Of Pregnancy, Childbirth, And The Puerperium",Short cord-delivered,"Short cord complicating labor and delivery, delivered, with or without mention of antepartum condition"
XI,66343,"Complications Of Pregnancy, Childbirth, And The Puerperium",Short cord-antepartum,"Short cord complicating labor and delivery, antepartum condition or complication"
XI,66350,"Complications Of Pregnancy, Childbirth, And The Puerperium",Vasa previa-unspecified,"Vasa previa complicating labor and delivery, unspecified as to episode of care or not applicable"
XI,66351,"Complications Of Pregnancy, Childbirth, And The Puerperium",Vasa previa-delivered,"Vasa previa complicating labor and delivery, delivered, with or without mention of antepartum condition"
XI,66353,"Complications Of Pregnancy, Childbirth, And The Puerperium",Vasa previa-antepartum,"Vasa previa complicating labor and delivery, antepartum condition or complication"
XI,66360,"Complications Of Pregnancy, Childbirth, And The Puerperium",Vasc lesion cord-unspec,"Vascular lesions of cord complicating labor and delivery, unspecified as to episode of care or not applicable"
XI,66361,"Complications Of Pregnancy, Childbirth, And The Puerperium",Vasc lesion cord-deliver,"Vascular lesions of cord complicating labor and delivery, delivered, with or without mention of antepartum condition"
XI,66363,"Complications Of Pregnancy, Childbirth, And The Puerperium",Vasc lesion cord-antepar,"Vascular lesions of cord complicating labor and delivery, antepartum condition or complication"
XI,66380,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord complicat NEC-unsp,"Other umbilical cord complications complicating labor and delivery, unspecified as to episode of care or not applicable"
XI,66381,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord complicat NEC-deliv,"Other umbilical cord complications complicating labor and delivery, delivered, with or without mention of antepartum condition"
XI,66383,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord compl NEC-antepart,"Other umbilical cord complications complicating labor and delivery, antepartum condition or complication"
XI,66390,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord complicat NOS-unsp,"Unspecified umbilical cord complication complicating labor and delivery, unspecified as to episode of care or not applicable"
XI,66391,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord complicat NOS-deliv,"Unspecified umbilical cord complication complicating labor and delivery, delivered, with or without mention of antepartum condition"
XI,66393,"Complications Of Pregnancy, Childbirth, And The Puerperium",Cord compl NOS-antepart,"Unspecified umbilical cord complication complicating labor and delivery, antepartum condition or complication"
XI,66400,"Complications Of Pregnancy, Childbirth, And The Puerperium",Del w 1 deg lacerat-unsp,"First-degree perineal laceration, unspecified as to episode of care or not applicable"
XI,66401,"Complications Of Pregnancy, Childbirth, And The Puerperium",Del w 1 deg lacerat-del,"First-degree perineal laceration, delivered, with or without mention of antepartum condition"
XI,66404,"Complications Of Pregnancy, Childbirth, And The Puerperium",Del w 1 deg lac-postpart,"First-degree perineal laceration, postpartum condition or complication"
XI,66410,"Complications Of Pregnancy, Childbirth, And The Puerperium",Del w 2 deg lacerat-unsp,"Second-degree perineal laceration, unspecified as to episode of care or not applicable"
XI,66411,"Complications Of Pregnancy, Childbirth, And The Puerperium",Del w 2 deg lacerat-del,"Second-degree perineal laceration, delivered, with or without mention of antepartum condition"
XI,66414,"Complications Of Pregnancy, Childbirth, And The Puerperium",Del w 2 deg lac-postpart,"Second-degree perineal laceration, postpartum condition or complication"
XI,66420,"Complications Of Pregnancy, Childbirth, And The Puerperium",Del w 3 deg lacerat-unsp,"Third-degree perineal laceration, unspecified as to episode of care or not applicable"
XI,66421,"Complications Of Pregnancy, Childbirth, And The Puerperium",Del w 3 deg lacerat-del,"Third-degree perineal laceration, delivered, with or without mention of antepartum condition"
XI,66424,"Complications Of Pregnancy, Childbirth, And The Puerperium",Del w 3 deg lac-postpart,"Third-degree perineal laceration, postpartum condition or complication"
XI,66430,"Complications Of Pregnancy, Childbirth, And The Puerperium",Del w 4 deg lacerat-unsp,"Fourth-degree perineal laceration, unspecified as to episode of care or not applicable"
XI,66431,"Complications Of Pregnancy, Childbirth, And The Puerperium",Del w 4 deg lacerat-del,"Fourth-degree perineal laceration, delivered, with or without mention of antepartum condition"
XI,66434,"Complications Of Pregnancy, Childbirth, And The Puerperium",Del w 4 deg lac-postpart,"Fourth-degree perineal laceration, postpartum condition or complication"
XI,66440,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ob perineal lac NOS-unsp,"Unspecified perineal laceration, unspecified as to episode of care or not applicable"
XI,66441,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ob perineal lac NOS-del,"Unspecified perineal laceration, delivered, with or without mention of antepartum condition"
XI,66444,"Complications Of Pregnancy, Childbirth, And The Puerperium",Perineal lac NOS-postpar,"Unspecified perineal laceration, postpartum condition or complication"
XI,66450,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ob perineal hematom-unsp,"Vulvar and perineal hematoma, unspecified as to episode of care or not applicable"
XI,66451,"Complications Of Pregnancy, Childbirth, And The Puerperium",Ob perineal hematoma-del,"Vulvar and perineal hematoma, delivered, with or without mention of antepartum condition"
